Enlace, Nombre, Provincia, Localidad, Direccion, Tlf, Email, Web-Site, Pistas
https://www.rfet.es/es/club/club-de-tenis-miranda, Club de tenis miranda, Burgos, Miranda de ebro, RONDA DEL FERROCARRIL 25 4ºC - 09200 MIRANDA DE EBRO, 630979792, fernandoesteve@msn.com, -, 11
https://www.rfet.es/es/club/club-deportivo-de-tenis-aranda, Club deportivo de tenis aranda, Burgos, Aranda de duero, MIRANDA DO DOURO 6 BAJO - 09400 ARANDA DE DUERO, 622093728, clubdetenisaranda@gmail.com, https://www.cdtenisaranda.es, 4
https://www.rfet.es/es/club/club-deportivo-federado-de-tenis-campeador, Club deportivo federado de tenis campeador, Burgos, Burgos, C/ MONTES DE OCA 15 - 09001 BURGOS, 651052488, ctcampeador@gmail.com, https://ctcampeador.es, 3
https://www.rfet.es/es/club/club-polideportivo-cdm-burgos, Club polideportivo cdm burgos, Burgos, Burgos, SAN PABLO 50 BAJO - 09002 BURGOS, 947261663, info@exclusivasmarre.es, -, 6
https://www.rfet.es/es/club/asociacion-deportiva-top-slice-tennis-academy, Asociación deportiva top slice tennis academy, Caceres, Cáceres, CARRETERA DE SALAMANCA KM. 5495 (CLUB POLIDEPORTIVO EL ENCINAR) - 10005 CÁCERES, 927006851, victorwesthampton@gmail.com, -, 5
https://www.rfet.es/es/club/ct-navalmoral-de-la-mata, C.t. navalmoral de la mata, Caceres, Navalmoral de la mata, CARRETERA DE JARANDILLA KM.2 - 10300 NAVALMORAL DE LA MATA, 927534145-Tarde, escueladetenisypadelnavalmoral@yahoo.es , -, 2
https://www.rfet.es/es/club/club-de-tenis-cauria, Club de tenis cauria, Caceres, Coria, C/ PUERTO RICO 14 2º - 10800 CORIA, 639244186, teniscauria@gmail.com, -, 3
https://www.rfet.es/es/club/club-de-tenis-talayuela, Club de tenis talayuela, Caceres, Talayuela, POLÍGONO INDUSTRIAL EL EGIDO 4 - 10310 TALAYUELA, 927578279, danielgallardoreino10@hotmail.com, -, 3
https://www.rfet.es/es/club/club-polideportivo-trujillo, Club polideportivo trujillo, Caceres, Caceres, GARCIA PLATA DE OSMA 10 5º - 10001 CACERES, 667475954, cluibtenistrujillo@hotmail.es, -, 2
https://www.rfet.es/es/club/escuela-de-tenis-chinata, Escuela de tenis chinata, Caceres, Malpartida de plasencia, CALLE OLIMPIADAS 92 S/N (PABELLON POLIDEPORTIVO) - 10680 MALPARTIDA DE PLASENCIA, 634073149, escuelatenischinata@gmail.com, -, 2
https://www.rfet.es/es/club/liceo-sportcenter-plasencia, Liceo sportcenter plasencia, Caceres, Plasencia, C/ LEONARDO DA VINCI 1 - 10600 PLASENCIA, 610874025, info@liceosportcenter.com, -, 1
https://www.rfet.es/es/club/real-club-de-tenis-cabezarrubia, Real club de tenis cabezarrubia, Caceres, Caceres, CAMINO DE LA SIERRILLA 1 - 10005 CACERES, 927231274, info@cabezarrubia.com, -, 12
https://www.rfet.es/es/club/algeciras-club-de-tenis, Algeciras club de tenis, Cadiz, Algeciras, ACEBUCHAL BAJO-JTO. ERM.BALEARES - 11203 ALGECIRAS, 956664248, -, -, 4
https://www.rfet.es/es/club/cd-chapin-racket-club, C.d. chapin racket club, Cadiz, Jerez de la frontera, C/ VARSOVIA S/N - 11405 JEREZ DE LA FRONTERA, 605905518, santi.galvan@theracketclub.es, -, 7
https://www.rfet.es/es/club/cd-tarifa-tenis-2005, C.d. tarifa tenis 2005, Cadiz, Tarifa, GLORIETA DE LEÓN S/N - 11380 TARIFA, 667069514, tenistarifa@gmail.com, -, 2
https://www.rfet.es/es/club/cd-tenis-playa-la-victoria-de-cadiz, C.d. tenis playa la victoria de cádiz, Cadiz, Cádiz, C/ PEREIRA 6 4º D - 11009 CÁDIZ, 601398062, beachtennislavictoria@gmail.com, https://tenis-playa-cadiz.jimdosite.com, 6
https://www.rfet.es/es/club/club-de-tenis-chiclana, Club de tenis chiclana, Cadiz, Chiclana de la frontera, AGUSTIN BLAZQUEZ S/N - 11130 CHICLANA DE LA FRONTERA, 956531039, cdtchiclana@hotmail.com, -, 4
https://www.rfet.es/es/club/club-de-tenis-chipiona, Club de tenis chipiona, Cadiz, Chipiona, RIO EBRO 22 - 11550 CHIPIONA, 956373587, -, -, 2
https://www.rfet.es/es/club/club-de-tenis-la-barrosa, Club de tenis la barrosa, Cadiz, Chiclana de la frontera, APARTADO 45 - 11139 CHICLANA DE LA FRONTERA, 956496105, clubdetenis@labarrosa.com, -, 12
https://www.rfet.es/es/club/club-deportivo-las-redes, Club deportivo las redes, Cadiz, El puerto de santa maria, MAR EGEO S/N - 11500 EL PUERTO DE SANTA MARIA, 95648110, secretaria@clublasredes.com, -, 4
https://www.rfet.es/es/club/club-la-salina, Club la salina, Cadiz, San fernando, SALINA SAGRADO CORAZON S/N - 11100 SAN FERNANDO, 956896202, -, -, 5
https://www.rfet.es/es/club/club-nazaret, Club nazaret, Cadiz, Jerez de la frontera, AV. NAZARET 19 - 11406 JEREZ DE LA FRONTERA, 956347750, clubnazaret@clubnazaret.org, -, 7
https://www.rfet.es/es/club/club-tenis-sanlucar, Club tenis sanlúcar, Cadiz, Sanlúcar de barrameda, AV. BAJO DE GUÍA S/N (POLIDEPORTIVO MUNICIPAL) - 11540 SANLÚCAR DE BARRAMEDA, 956388016, -, -, 2
https://www.rfet.es/es/club/club-vista-hermosa-club-golf, Club vista hermosa club golf, Cadiz, Puerto sta. maria, CLIPPER S/N URB. VISTAHERMOSA - 11500 PUERTO STA. MARIA, 956541968, info@vistahermosaclubdegolf.com, -, 5
https://www.rfet.es/es/club/linense-tenis-club, Linense tenis club, Cadiz, La linea de la concepcion, CAMPOAMOR S/N - 11300 LA LINEA DE LA CONCEPCION, 956176250, oficina@linensetenisclub.com, -, 8
https://www.rfet.es/es/club/playa-de-la-luz-tenis-club, Playa de la luz tenis club, Cadiz, Rota, FEDERICO DE LA CALLE4 - 11520 ROTA, 607985172, varos@economistas.org, -, -
https://www.rfet.es/es/club/real-club-de-tenis-cadiz, Real club de tenis cadiz, Cadiz, Cadiz, AVD. DOCTOR GOMEZ ULLA 1 - 11002 CADIZ, 856171074, realclubdetenisdecadiz@gmail.com, -, 2
https://www.rfet.es/es/club/real-club-nautico-puerto-sta-maria, Real club nautico puerto sta. maria, Cadiz, Puerto de santa maria, BAJAMAR 13 - 11500 PUERTO DE SANTA MARIA, 956852527, rcnpuerto@rcnpsm.es, -, 1
https://www.rfet.es/es/club/s-dep-escuela-intern-hercules-sl, S. dep. escuela intern. hércules, s.l., Cadiz, Chiclana de la frontera, C.DEP.HIPOLETS-URB.NOVO SANCTI-PETRI - 11129 CHICLANA DE LA FRONTERA, 956497356, info@heitacademy.com, -, 8
https://www.rfet.es/es/club/sociedad-de-carreras-de-caballos, Sociedad de carreras de caballos, Cadiz, Sanlucar de barrameda, AV. LAS PILETAS S/N - 11540 SANLUCAR DE BARRAMEDA, 956363202, info@carrerassanlucar.es, -, 2
https://www.rfet.es/es/club/circulo-de-recreo, Circulo de recreo, Cantabria, Torrelavega, BULEVAR L. DEMETRIO HERRERO 7 - 39300 TORRELAVEGA, 942882111, informacion@circulotorrelavega.com, -, 5
https://www.rfet.es/es/club/club-deportivo-basico-t3-tenis-y-padel, Club deportivo básico t3 tenis y pádel, Cantabria, Santander, C/ TRISTANA 21-A - 39012 SANTANDER, 696165996, tenisypadelsantander@gmail.com, -, 3
https://www.rfet.es/es/club/club-deportivo-elemental-alpha-tenis-player, Club deportivo elemental alpha tenis player, Cantabria, Los corrales de buelna, C/ MADRID L1 - 39400 LOS CORRALES DE BUELNA, 649809730, alphatennisplayer@gmail.com, -, 2
https://www.rfet.es/es/club/club-deportivo-elemental-de-tenis-campoo, Club deportivo elemental de tenis campoo, Cantabria, Reinosa, AV. DEL DEPORTE S/N - 39200 REINOSA, 609976029, clubdeteniscampoo@hotmail.com, -, 3
https://www.rfet.es/es/club/club-deportivo-elemental-junior-sport, Club deportivo elemental junior sport, Cantabria, Santander, C/ RUIZ DE ALDA 10 BAJO (LOCAL) - 39009 SANTANDER, 644308151, cdjuniorsport@gmail.com, -, 3
https://www.rfet.es/es/club/club-deportivo-elemental-la-cantabrica, Club deportivo elemental la cantábrica, Cantabria, Astillero, POLIDEPORTIVO LA CANTABRICA - 39610 ASTILLERO, 942559200, fecantenis@gmail.com, -, 2
https://www.rfet.es/es/club/club-deportivo-elemental-pielagos-deportes, Club deportivo elemental piélagos deportes, Cantabria, Renedo de piélagos, BARRIO LAS CUARTAS S/N (PABELLÓN FERNANDO EXPÓSITO) - 39470 RENEDO DE PIÉLAGOS, 671554015, pielagosdeportes@gmail.com, -, 2
https://www.rfet.es/es/club/club-deportivo-elemental-raqueta-punto-de-oro, Club deportivo elemental raqueta punto de oro, Cantabria, Castro urdiales, PASEO MENÉNDEZ PELAYO 62 C 2º E - 39700 CASTRO URDIALES, 696987869, raquetapuntodeoro@gmail.com, -, 3
https://www.rfet.es/es/club/club-deportivo-elemental-tenis-ason, Club deportivo elemental tenis asón, Cantabria, Santoña, C/ SOR MARÍA DEL CARMEN 7 (PISCINA MUNICIPAL) - 39740 SANTOÑA, 685004113, tenisason@gmail.com, -, 2
https://www.rfet.es/es/club/club-deportivo-elemental-tenis-y-padel-ribamontan-al-monte-match-point, Club deportivo elemental tenis y pádel ribamontán al monte match point, Cantabria, Hoz de anero, LUGAR COMPLEJO DEPORTIVO HOZ DE ANERO S/N - 39794 HOZ DE ANERO, 633071759, carlos_puertas_32@hotmail.com, -, 2
https://www.rfet.es/es/club/club-deportivo-elemental-tenisco, Club deportivo elemental tenisco, Cantabria, Colindres, AV. LE HAILLAN S/N (PISCINA MUNICIPAL) - 39750 COLINDRES, 637522589, cde.tenisco@gmail.com, -, 2
https://www.rfet.es/es/club/real-club-nautico-de-laredo, Real club náutico de laredo, Cantabria, Laredo, AV. EMILIO CAPRILE POLONI 1 - 39770 LAREDO, 942605812, info@rcnlaredo.es, -, 2
https://www.rfet.es/es/club/real-sociedad-de-tenis-de-la-magdalena, Real sociedad de tenis de la magdalena, Cantabria, Santander, AV. DE LA MAGDALENA 8 - 39005 SANTANDER, 942273016, presidente@rstenis.es, -, 7
https://www.rfet.es/es/club/s-tenis-club-de-castro-urdiales, S. tenis club de castro urdiales, Cantabria, Castro urdiales, MENENDEZ PELAYO 25 - 39700 CASTRO URDIALES, 942871434, secretaria@teniscastro.com, -, 3
https://www.rfet.es/es/club/sociedad-amigos-del-tenis, Sociedad amigos del tenis, Cantabria, Torrelavega, JOAQUIN HOYOS 1 TIENDA - 39300 TORRELAVEGA, 667709940, sociamigostenis@ono.com, -, 4
https://www.rfet.es/es/club/solvay-club-de-tenis, Solvay club de tenis, Cantabria, Torrelavega, AV. DE SOLVAY 106 (BARREDA) - 39300 TORRELAVEGA, 942883311, -, -, 4
https://www.rfet.es/es/club/asociacion-cultural-club-campo-onda, Asociación cultural club campo onda, Castellon, Onda, PARTIDA BEN-AL-ABBAR S/N - 12200 ONDA, 964601436, -, -, 3
https://www.rfet.es/es/club/club-de-campo-del-mediterraneo, Club de campo del mediterraneo, Castellon, Borriol, URBANIZACION LA COMA S/N - 12190 BORRIOL, 964321227, club@mediterraneogolf.com, -, 8
https://www.rfet.es/es/club/club-de-golf-costa-de-azahar, Club de golf costa de azahar, Castellon, Grao de castellon, AVDA. FERRANDIS SALVADOR S/N - 12100 GRAO DE CASTELLON, 964280979, admon@golfcostadeazahar.com, -, 5
https://www.rfet.es/es/club/club-de-tenis-arena-costa-de-azahar, Club de tenis arena costa de azahar, Castellon, Castellón, PLAZA LAS AULAS 1 6º-2 - 12001 CASTELLÓN, 646680056, info@castellonarena.com, -, 12
https://www.rfet.es/es/club/club-de-tenis-benicarlo, Club de tenis benicarló, Castellon, Benicarló, CARRETERA SANT MATEU KM.4 - 12580 BENICARLÓ, 964471411, clubdetenisbenicarlo@gmail.com, -, 5
https://www.rfet.es/es/club/club-de-tenis-burriana, Club de tenis burriana, Castellon, Burriana, MITJORNS/N - 12530 BURRIANA, 964585785, mireyabeltran@hotmail.com, -, 4
https://www.rfet.es/es/club/club-de-tenis-castellon, Club de tenis castellon, Castellon, Castellon, CAMINO DONACION S/N - 12003 CASTELLON, 964223046, info@clubdeteniscastellon.com, -, 7
https://www.rfet.es/es/club/club-de-tenis-fair-play-benicarlo, Club de tenis fair play benicarló, Castellon, Benicarló, BOTERS 3 4º A - 12580 BENICARLÓ, 630543755, elenacaldes@yahoo.es, -, 4
https://www.rfet.es/es/club/club-de-tenis-la-closa, Club de tenis la closa, Castellon, Vinaros, APARTADO 252 - 12500 VINAROS, 649040339, tenisclosa@gmail.com, -, 3
https://www.rfet.es/es/club/club-de-tenis-mas-dels-frares-benicassim, Club de tenis mas dels frares benicàssim, Castellon, Benicàssim, C/ DELS FRARES S/N - 12560 BENICÀSSIM, 964394047, ripotenis@gmail.com , -, 6
https://www.rfet.es/es/club/club-de-tenis-torremar, Club de tenis torremar, Castellon, Benicasim, MADRE M.ANTONIA DE OVIEDO3 - 12560 BENICASIM, -, info@clubtenistorremar.com, -, 5
https://www.rfet.es/es/club/club-de-tenis-uxo, Club de tenis uxo, Castellon, Vall de uxo, PASEO LAS GRUTAS S/N - 12600 VALL DE UXO, 964662055, tenisuxo@gmail.com, -, 4
https://www.rfet.es/es/club/club-de-tenis-vila-real, Club de tenis vila real, Castellon, Villarreal, APARTADO DE CORREOS 186 - 12540 VILLARREAL, 964527144, clubdetenisvilareal@gmail.com, -, 7
https://www.rfet.es/es/club/club-de-tenis-vinaroz, Club de tenis vinaroz, Castellon, Vinaros, PARTIDA LA CLOSA S/N - 12500 VINAROS, 964451902, clubdetenisvinaros@gmail.com, https://www.ctvinaros.com/, 10
https://www.rfet.es/es/club/club-tenis-almassora, Club tenis almassora, Castellon, Almassora, C/ LEON XIII 14 3º A  - 12550 ALMASSORA, 964551512, ctalmasora@hotmail.com, -, 4
https://www.rfet.es/es/club/la-plana-sport-castellon, La plana sport castellón, Castellon, Castellón, CAMINO DONACIÓN S/N - 12003 CASTELLÓN, 964228321, tdcastellon@hotmail.com, -, 11
https://www.rfet.es/es/club/sociedad-cultural-dep-san-jose, Sociedad cultural dep. san josé, Castellon, Nules, PROL.CALLE SAN VICENTES/N - 12520 NULES, 964670948, administración@scude.es, -, 2
https://www.rfet.es/es/club/cde-medrano-club-de-tenis, C.d.e. medrano club de tenis, Ciudad-real, Argamasilla de alba, C/ CAMPO DE CRIPTANA 47 - 13710 ARGAMASILLA DE ALBA, 616718724, medranoclubdetenis@yahoo.es, -, 3
https://www.rfet.es/es/club/ct-daimiel-azuer-tenis-y-padel, C.t. daimiel azuer tenis y pádel, Ciudad-real, Daimiel, CERVANTES 8 - 13250 DAIMIEL, 926850384, rfmarcos2@yahoo.es, -, 2
https://www.rfet.es/es/club/club-complejo-deportivo-tomelloso, Club complejo deportivo tomelloso, Ciudad-real, Tomelloso, CTRA. NACIONAL N-310 TOLEDO-ALBACETE KM. 94 BUZÓN 2 - 13700 TOMELLOSO, 625954918, gerencia@codetosa.com , -, 3
https://www.rfet.es/es/club/club-de-tenis-alcazar, Club de tenis alcazar, Ciudad-real, Alcazar de san juan, LANZAROTE S/N - 13600 ALCAZAR DE SAN JUAN, 926541034, santiagoleal@telefonica.net, -, 2
https://www.rfet.es/es/club/club-de-tenis-los-juncos, Club de tenis los juncos, Ciudad-real, Puertollano, APARTADO 177 - 13500 PUERTOLLANO, 926426915, -, -, 5
https://www.rfet.es/es/club/club-de-tenis-manzanares, Club de tenis manzanares, Ciudad-real, Manzanares, APARTADO 56 - 13200 MANZANARES, 926613029, -, -, 4
https://www.rfet.es/es/club/club-de-tenis-pedro-munoz, Club de tenis pedro muñoz, Ciudad-real, Pedro muñoz, CONSTITUCIONS/N (HOSTAL) 2 D - 13620 PEDRO MUÑOZ, 926586075, -, -, 2
https://www.rfet.es/es/club/club-de-tenis-tomelloso, Club de tenis tomelloso, Ciudad-real, Tomelloso, C/ CARMEN 6 - 13700 TOMELLOSO, 926506666, clubtenistomelloso@gmail.com, -, 2
https://www.rfet.es/es/club/club-de-tenis-valdepenas, Club de tenis valdepeñas, Ciudad-real, Valdepeñas, PELLEJO S/N - 13300 VALDEPEÑAS, 605976617, clubdetenisvaldepenas@gmail.com, -, 5
https://www.rfet.es/es/club/club-de-tenis-y-padel-tablas-de-daimiel, Club de tenis y pádel tablas de daimiel, Ciudad-real, Daimiel, C/ ESCOPLILLO 48 - 13250 DAIMIEL, 618653954, tenisafondoo@gmail.com, -, 2
https://www.rfet.es/es/club/club-deportivo-de-tenis-miguelturra, Club deportivo de tenis miguelturra, Ciudad-real, Miguelturra, C/ JUVENTUD S/N - 13170 MIGUELTURRA, 619028620, clubdetenismiguelturra@hotmail.com, -, 5
https://www.rfet.es/es/club/club-deportivo-pausus-club-de-tenis-y-padel, Club deportivo pausus club de tenis y pádel, Ciudad-real, Villanueva de los infantes, CAMINO DE JESÚS EN PIE KM. 12 - 13320 VILLANUEVA DE LOS INFANTES, 616194840, silvia@fincalacuesta.com, -, 4
https://www.rfet.es/es/club/club-deportivo-tenis-puertollano, Club deportivo tenis puertollano, Ciudad-real, Puertollano, AVDA.1º DE MAYO102B-4ºA - 13500 PUERTOLLANO, 926411989, hortilla@gmail.com, -, 3
https://www.rfet.es/es/club/club-recreativo-repsol-petroleo, Club recreativo repsol-petróleo, Ciudad-real, Puertollano, ALCOY 2 - 13500 PUERTOLLANO, 926421910, -, -, 4
https://www.rfet.es/es/club/codetosa-club-de-tenis, Codetosa club de tenis, Ciudad-real, Tomelloso, APARTADO 78 - 13700 TOMELLOSO, 926511356, gerencia@codetosa.com, -, 3
https://www.rfet.es/es/club/asociacion-cultural-vista-sierra, Asociación cultural vista-sierra, Cordoba, Córdoba, CTRA.TRASSIERRA KM 25 - 14011 CÓRDOBA, 957401977, administracion@clubvistasierra.es, -, 4
https://www.rfet.es/es/club/asociacion-de-tenistas-palmenos, Asociación de tenistas palmeños, Cordoba, Palma del río, CUERPO DE CRISTO1-BAJO - 14700 PALMA DEL RÍO, 667320254, mcvatp@hotmail.com, -, 4
https://www.rfet.es/es/club/asociacion-deportiva-canada-de-la-plata, Asociación deportiva cañada de la plata, Cordoba, Puente genil, C/ MINA S/N (URBANIZACIÓN CAÑADA DE LA PLATA) - 14500 PUENTE GENIL, 678568403, ad.cdelaplata@gmail.com, -, 3
https://www.rfet.es/es/club/cd-open-arena-cordoba, C.d. open arena córdoba, Cordoba, Córdoba, ESCRITORA MARÍA GOYRI S/N - 14005 CÓRDOBA, 957236485, -, -, 10
https://www.rfet.es/es/club/cd-open-de-tenis-ciudad-de-pozoblanco, C.d. open de tenis ciudad de pozoblanco, Cordoba, Pozoblanco, AVD. POLIDEPORTIVO MUNICIPAL PLANTA 1ª - PTA. 2 - 14400 POZOBLANCO, 677223389, info@tenispozoblanco.com, https://www.tenispozoblanco.com, 4
https://www.rfet.es/es/club/cd-solypro-nuevo-santuario, C.d. solypro nuevo santuario, Cordoba, Cordoba, NTRA. SRA. DE BELEN S/N PISTAS TENIS - 14010 CORDOBA, 957438279, -, -, 5
https://www.rfet.es/es/club/club-de-tenis-el-campo, Club de tenis el campo, Cordoba, Priego de cordoba, CARRERA DE ALVAREZ 20 2º PUERTA 2 - 14800 PRIEGO DE CORDOBA, 957720119, pericoide@hotmail.com, -, 3
https://www.rfet.es/es/club/club-de-tenis-fernan-nunez, Club de tenis fernán núñez, Cordoba, Fernán núñez, C/ ADOLFO DARHÁN 16 2º A - 14520 FERNÁN NÚÑEZ, 619434925, clubdetenisfernannunez@gmail.com, -, 2
https://www.rfet.es/es/club/club-de-tenis-la-torca, Club de tenis la torca, Cordoba, Lucena, APARTADO 293 - 14900 LUCENA, 957591470, -, -, 3
https://www.rfet.es/es/club/club-de-tenis-los-pedroches-pozoblanco, Club de tenis los pedroches pozoblanco, Cordoba, Pozoblanco, AV. POLIDEPORTIVO S/N - 14400 POZOBLANCO, 687270412, tenislospedroches@gmail.com, -, 4
https://www.rfet.es/es/club/club-de-tenis-mirabueno, Club de tenis mirabueno, Cordoba, Córdoba, AV. AGRUPACIÓN CÓRDOBA S/N - 14014 CÓRDOBA, 957269911, secretaria@clubmirabueno.es, https://clubmirabueno.es, 6
https://www.rfet.es/es/club/club-de-tenis-montilla, Club de tenis montilla, Cordoba, Montilla, FRANCISCO ZAFRA CONTRERAS 2 - 14550 MONTILLA, 957655569, clubdetenismontilla@movistar.es, -, 2
https://www.rfet.es/es/club/club-deportivo-igabrum, Club deportivo igabrum, Cordoba, Cabra, AV. ANDALUCÍA S/N - 14940 CABRA, 626146882, paco_tenis@hotmail.es, -, 2
https://www.rfet.es/es/club/club-deportivo-tenis-montoro, Club deportivo tenis montoro, Cordoba, Montoro, AV. ANDALUCÍA 10 - 14600 MONTORO, 957160535, clubtenismontoro@gmail.com, -, 2
https://www.rfet.es/es/club/club-figueroa, Club figueroa, Cordoba, Cordoba, PZA.DE LA MARINA ESPAÑOLA S/N. - 14011 CORDOBA, 957463494, clubfigueroa@club-figueroa.com, -, 7
https://www.rfet.es/es/club/club-tenis-los-alfares-la-rambla, Club tenis los alfares-la rambla, Cordoba, La rambla, C/ FERNÁN NÚÑEZ 11 - 14540 LA RAMBLA, 957682628, -, -, 3
https://www.rfet.es/es/club/club-tenis-rute, Club tenis rute, Cordoba, Rute, PARAJE FUENTE ALTA S/N  - 14960 RUTE, -, clubtenisrute@gmail.com , -, 2
https://www.rfet.es/es/club/escuderia-cordoba, Escuderia cordoba, Cordoba, Cordoba, ESCUDERIA 2 - 14012 CORDOBA, 957275098, escuderialba@gmail.com, -, 4
https://www.rfet.es/es/club/real-aero-club-de-cordoba, Real aero club de cordoba, Cordoba, Cordoba, CARRETERA NACIONAL 437 KM.65 - 14005 CORDOBA, 957329394, gerencia@realaeroclubdecordoba.com, -, 7
https://www.rfet.es/es/club/seccion-deportiva-asociacion-sociocultural-santuario, Sección deportiva asociación sociocultural santuario, Cordoba, Córdoba, C/ NUESTRA SEÑORA DE BELÉN S/N (DISTRITO SURESTE) - 14010 CÓRDOBA, 673649721, franrodriguez1830@hotmail.com, -, 5
https://www.rfet.es/es/club/cd-amigos-del-tenis-en-cuenca, C.d. amigos del tenis en cuenca, Cuenca, Cuenca, AVDA.REYES CATOLICOSS/N - 16003 CUENCA, 969240383, info@nuevotenis.es, -, 5
https://www.rfet.es/es/club/club-cuenca-de-tenis, Club cuenca de tenis, Cuenca, Cuenca, PINAR DE JABAGA S/N - 19194 CUENCA, 969271216, -, -, 10
https://www.rfet.es/es/club/agrupacio-esportiva-del-ripolles, Agrupació esportiva del ripollès, Girona, Ripoll, APARTADO 16 - 17500 RIPOLL, 972720503, secretaria@aeripolles.cat, -, 5
https://www.rfet.es/es/club/ampuriabrava-tennis-club, Ampuriabrava tennis club, Girona, Empuriabrava, TORDERA 40 - 17487 EMPURIABRAVA, 972454367, brigitteanquetil@gmail.com, -, 3
https://www.rfet.es/es/club/club-de-tenis-banyoles, Club de tenis banyoles, Girona, Banyoles, PASEO DARDER S/N. LAGO - 17820 BANYOLES, 972580279, info@tennisbanyoles.cat, -, 4
https://www.rfet.es/es/club/club-de-tenis-blanes, Club de tenis blanes, Girona, Blanes, AV. VILLA DE MADRID S/N - 17300 BLANES, 972353280, info@tennisblanes.com  , -, 7
https://www.rfet.es/es/club/club-de-tenis-calonge, Club de tenis calonge, Girona, Calonge, ESCOLES 4 - 17251 CALONGE, 972650338, info@clubteniscalonge.com, -, 8
https://www.rfet.es/es/club/club-de-tenis-camprodon, Club de tenis camprodon, Girona, Camprodon, BAC DE SANT PERE 1 - 17867 CAMPRODON, 972740812, clubteniscamprodon@hotmail.com , -, 3
https://www.rfet.es/es/club/club-de-tenis-canyelles, Club de tenis canyelles, Girona, Lloret de mar, AV. CANYELLES 25 - 17310 LLORET DE MAR, 972365678, sport@coloniescanyelles.com, -, 5
https://www.rfet.es/es/club/club-de-tenis-daro, Club de tenis d´aro, Girona, Playa de aro, APARTADO 161 - 17250 PLAYA DE ARO, 972817400, secretaria@clubtennisdaro.com, -, 16
https://www.rfet.es/es/club/club-de-tenis-figueras, Club de tenis figueras, Girona, Sta.llogaia d'alguema, CAMI DE LA BOVILA S/N - 17771 STA.LLOGAIA D'ALGUEMA, 972504691, administracio@tennisfigueres.cat, -, 7
https://www.rfet.es/es/club/club-de-tenis-gerona, Club de tenis gerona, Girona, Girona, ARAGO 58 - 17003 GIRONA, 972201083, info@tennisgirona.com, -, 13
https://www.rfet.es/es/club/club-de-tenis-la-bisbal-demporda, Club de tenis la bisbal d´emporda, Girona, La bisbal d´emporda, CTRA.CASTELL D´EMPORDA S/N - 17100 LA BISBAL D´EMPORDA, 972642351, clubtennisbisbal@clubtennisbisbal.org, -, 6
https://www.rfet.es/es/club/club-de-tenis-llafranc, Club de tenis llafranc, Girona, Palafrugell, AV.JESUS SERRA SANTAMANS 15-17  - 17200 PALAFRUGELL, 972302308, esportiva@tenisllafranc.cat, -, 19
https://www.rfet.es/es/club/club-de-tenis-roses, Club de tenis roses, Girona, Rosas, APARTADO 50 - 17480 ROSAS, 972150502, ctr.roses@gmail.com, -, 3
https://www.rfet.es/es/club/club-de-tenis-safa, Club de tenis s.a.f.a., Girona, Blanes, CGTRA. BLANES A MALGRAT  C-6028 - 17300 BLANES, 607368714, tennisnylstar@blanes.net, -, 4
https://www.rfet.es/es/club/club-de-tennis-cassa, Club de tennis cassa, Girona, Cassa de la selva, VEINAT VERNEDA 6 - 17244 CASSA DE LA SELVA, 972460819, jpruna@cassa.com, -, 4
https://www.rfet.es/es/club/club-de-tennis-lescala, Club de tennis l´escala, Girona, L´escala, ESCORXADOR 79- APARTAT 78 - 17130 L´ESCALA, 972770138, clubdetennislescala@hotmail.com, -, 3
https://www.rfet.es/es/club/club-deportivo-cerdanya, Club deportivo cerdanya, Girona, Das, AV. LLEVANT S/N (URB. TARTERA) - 17538 DAS, 972890186, clubcerdanya@telefonica.net, -, 4
https://www.rfet.es/es/club/club-natacion-olot, Club natación olot, Girona, Olot, AV. PERE BADOSA S/N - 17800 OLOT, 972262028, administracio@cnolot.com, -, 5
https://www.rfet.es/es/club/club-nautico-estartit, Club nautico estartit, Girona, Estartit, PASSEIG MARITIM S/N - 17258 ESTARTIT, 972751402, factures@cnestartit.com, https://www.cnestartit.com, 4
https://www.rfet.es/es/club/club-polideportivo-puigcerda, Club polideportivo puigcerdà, Girona, Puigcerdà, AV. RAMON CONDOMINES S/N - 17520 PUIGCERDÀ, 972880243, club@poliesportiu.net, -, 4
https://www.rfet.es/es/club/club-tenis-costa-brava, Club tenis costa brava, Girona, Mont-ras, CAMI RAL 3 - URB. TORRE SIMONA - 17253 MONT-RAS, 972308172, info@clubtenniscostabrava.com, -, 6
https://www.rfet.es/es/club/club-tenis-olot, Club tenis olot, Girona, Olot, AV. EQUADOR  8-10 - 17800 OLOT, 972261361, tennis@tennisolot.com, -, 5
https://www.rfet.es/es/club/club-tennis-alt-emporda-figueres, Club tennis alt emporda-figueres, Girona, Figueres, PLAÇA VOLUNTARISS/N-POL.MUNICIPAL - 17600 FIGUERES, 972514909, clubtennisaltemporda@yahoo.es, -, 4
https://www.rfet.es/es/club/club-tennis-baix-emporda-lestartit, Club tennis baix emporda-l'estartit, Girona, L'estartit, APARTADO 366 - 17258 L'ESTARTIT, 695064208, ctbaixemporda@hotmail.com, -, -
https://www.rfet.es/es/club/club-tennis-caldes, Club tennis caldes, Girona, Caldes de malavella, PLAÇA MESTRE MAS ROS 12 - 17455 CALDES DE MALAVELLA, 627943086, ctcaldes@gmail.com, -, 2
